Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Meghalaya,1936,12,0,8,1,1,22,22
Meghalaya,1935,21,0,8,1,0,30,30
Meghalaya,1934,4,0,1,0,0,5,5
Meghalaya,1933,5,0,4,0,0,9,9
Meghalaya,1932,12,0,0,0,0,12,12
Meghalaya,1931,7,0,3,1,0,11,11
Meghalaya,1930,22,0,4,0,1,27,27
Meghalaya,1929,7,0,2,0,0,9,9
Meghalaya,1928,9,0,6,4,0,19,19
Meghalaya,1927,5,0,2,0,0,7,7
Meghalaya,1926,9,0,10,2,0,21,21
Meghalaya,1925,13,0,3,0,0,16,16
Meghalaya,1924,6,0,3,2,0,11,11
Meghalaya,1923,6,0,4,1,0,11,11
Meghalaya,1922,6,0,1,1,0,8,8
Meghalaya,1921,5,0,6,0,0,11,11
Meghalaya,1920,10,0,5,0,0,15,15
Meghalaya,1919,2,0,1,0,0,3,3
Meghalaya,1918,3,0,3,1,0,7,7
Meghalaya,1916,1,0,0,2,0,3,3
Meghalaya,1915,2,0,0,0,0,2,2
Meghalaya,1914,5,0,1,0,0,6,6
Meghalaya,1913,3,0,5,0,0,8,8
Meghalaya,1912,3,0,1,0,0,4,4
Meghalaya,1911,1,0,1,0,0,2,2
Meghalaya,1910,9,0,2,0,0,11,11
Meghalaya,1909,1,0,2,1,0,4,4
Meghalaya,1908,0,0,2,0,0,2,2
Meghalaya,1907,0,0,1,0,0,1,1
Meghalaya,1906,1,0,1,0,0,2,2
Meghalaya,1905,1,0,0,0,0,1,1
Meghalaya,1904,0,0,1,0,0,1,1
Meghalaya,1903,1,0,0,0,0,1,1
Meghalaya,1902,3,0,0,0,0,3,3
Meghalaya,1901,3,0,2,1,0,6,6
Meghalaya,1900,3,0,2,0,0,5,5
Meghalaya,1899,1,0,0,0,0,1,1
Meghalaya,1898,4,0,3,0,0,7,7
Meghalaya,1897,1,0,4,0,0,5,5
Meghalaya,1895,2,0,0,0,0,2,2
Meghalaya,1894,1,0,2,0,0,3,3
Meghalaya,1893,1,0,3,0,0,4,4
Meghalaya,1892,4,0,3,0,0,7,7
Meghalaya,1891,1,0,1,1,0,3,3
Meghalaya,1890,0,0,2,0,0,2,2
Meghalaya,1888,2,0,0,0,0,2,2
Meghalaya,1887,2,0,0,0,0,2,2
Meghalaya,1886,2,0,1,0,0,3,3
Meghalaya,1885,1,0,0,0,0,1,1
Meghalaya,1884,1,0,1,0,0,2,2
Meghalaya,1882,2,0,1,0,0,3,3
Meghalaya,1880,4,0,0,0,0,4,4
Meghalaya,1876,1,0,3,0,0,4,4
Meghalaya,1875,1,0,1,1,0,3,3
Meghalaya,1874,1,0,1,0,0,2,2
Meghalaya,1873,0,0,1,0,0,1,1
Meghalaya,1872,1,0,0,0,0,1,1
Meghalaya,1870,0,0,1,0,0,1,1
Meghalaya,1866,1,0,0,0,0,1,1
Meghalaya,1865,1,0,1,0,0,2,2
Meghalaya,1864,0,0,1,0,0,1,1
Meghalaya,1862,1,0,0,0,0,1,1
Meghalaya,1860,1,0,0,0,0,1,1
Meghalaya,1854,1,0,1,0,0,2,2
Meghalaya,1853,1,0,0,0,0,1,1
Meghalaya,1847,0,0,2,0,0,2,2
Meghalaya,1843,0,0,1,0,0,1,1
Meghalaya,1842,1,0,1,0,0,2,2
Meghalaya,1826,1,0,0,0,0,1,1
Meghalaya,1772,0,0,1,0,0,1,1
Mizoram,2021,7,0,0,4,0,11,11
Mizoram,2020,10,0,0,13,1,24,24
Mizoram,2019,3,0,0,25,5,33,33
Mizoram,2018,1,0,0,17,11,29,29
Mizoram,2017,7,1,0,31,24,63,63
Mizoram,2016,7,1,0,43,12,63,63
Mizoram,2015,4,0,0,44,6,54,54
Mizoram,2014,21,0,0,44,5,70,70
Mizoram,2013,23,0,0,35,2,60,60
Mizoram,2012,84,0,0,34,2,120,120
Mizoram,2011,28,0,0,36,5,69,69
Mizoram,2010,28,2,0,27,3,60,60
Mizoram,2009,22,0,0,19,1,42,42
Mizoram,2008,57,1,0,29,0,87,87
Mizoram,2007,32,2,0,35,0,69,69
Mizoram,2006,100,1,0,51,0,152,152
Mizoram,2005,54,0,1,46,1,102,102
Mizoram,2004,46,0,2,43,2,93,93
Mizoram,2003,60,1,6,66,0,133,133
Mizoram,2002,15,0,5,45,0,65,65
Mizoram,2001,21,0,8,53,0,82,82
Mizoram,2000,19,1,16,40,0,76,76
Mizoram,1999,20,0,14,20,0,54,54
Mizoram,1998,19,0,13,25,1,58,58
Mizoram,1997,24,0,13,13,0,50,50
Mizoram,1996,28,0,13,28,0,69,69
Mizoram,1995,21,0,12,15,1,49,49
Mizoram,1994,29,0,17,15,0,61,61
Mizoram,1993,28,0,12,9,0,49,49
Mizoram,1992,52,0,33,19,0,104,104
Mizoram,1991,28,0,11,9,1,49,49
Mizoram,1990,34,0,8,11,0,53,53
Mizoram,1989,54,0,8,7,0,69,69
Mizoram,1988,60,0,4,21,0,85,85
Mizoram,1987,51,1,3,8,0,63,63
Mizoram,1986,64,0,5,7,0,76,76
Mizoram,1985,65,0,1,7,0,73,73
Mizoram,1984,44,0,1,3,0,48,48
Mizoram,1983,27,1,0,3,0,31,31
Mizoram,1982,39,0,0,3,0,42,42
Mizoram,1981,39,0,1,2,0,42,42
Mizoram,1980,63,0,0,4,0,67,67
Mizoram,1979,29,0,0,4,0,33,33
Mizoram,1978,37,0,0,1,0,38,38
Mizoram,1977,30,0,0,0,0,30,30
Mizoram,1976,43,0,1,1,0,45,45
Mizoram,1975,57,0,1,0,0,58,58
Mizoram,1974,59,0,0,1,0,60,60
Mizoram,1973,78,0,0,4,0,82,82
Mizoram,1972,136,0,6,3,0,145,145
Mizoram,1971,53,0,0,1,0,54,54
Mizoram,1970,61,0,0,0,0,61,61
Mizoram,1969,56,0,1,1,0,58,58
Mizoram,1968,34,0,0,1,0,35,35
Mizoram,1967,16,0,0,2,0,18,18
Mizoram,1966,3,0,0,0,0,3,3
Mizoram,1965,13,0,0,0,0,13,13
Mizoram,1964,23,0,1,2,0,26,26
Mizoram,1963,21,0,1,1,0,23,23
Mizoram,1962,27,0,3,0,0,30,30
Mizoram,1961,18,0,2,0,0,20,20
Mizoram,1960,12,0,0,0,0,12,12
Mizoram,1959,10,0,1,0,0,11,11
Mizoram,1958,18,0,0,0,1,19,19
Mizoram,1957,13,0,0,0,0,13,13
Mizoram,1956,12,0,0,0,0,12,12
Mizoram,1955,2,0,0,0,0,2,2
Mizoram,1954,11,0,1,0,0,12,12
Mizoram,1953,3,0,1,0,0,4,4
Mizoram,1952,17,0,1,1,0,19,19
Mizoram,1951,9,0,0,0,0,9,9
Mizoram,1950,16,0,1,1,0,18,18
Mizoram,1949,9,0,0,0,0,9,9
Mizoram,1948,19,0,0,0,0,19,19
Mizoram,1947,13,0,1,0,0,14,14
Mizoram,1946,9,0,0,0,0,9,9
Mizoram,1945,19,0,0,0,0,19,19
Mizoram,1944,6,0,0,0,0,6,6
Mizoram,1943,4,0,0,0,0,4,4
Mizoram,1942,3,0,0,0,0,3,3
Mizoram,1941,1,0,0,0,0,1,1
Mizoram,1940,2,0,0,0,0,2,2
Mizoram,1939,5,0,0,0,0,5,5
Mizoram,1938,2,0,0,0,0,2,2
Mizoram,1937,1,0,0,0,0,1,1
Mizoram,1936,5,0,0,0,0,5,5
Mizoram,1935,12,0,0,0,0,12,12
Mizoram,1934,2,0,0,0,0,2,2
Mizoram,1933,3,0,0,0,0,3,3
Mizoram,1932,1,0,0,0,0,1,1
Mizoram,1931,2,0,0,0,0,2,2
Mizoram,1930,1,0,0,0,0,1,1
Mizoram,1929,1,0,0,0,0,1,1
Mizoram,1928,5,0,0,0,0,5,5
Mizoram,1927,2,0,0,0,0,2,2
Mizoram,1926,5,0,0,0,0,5,5
Mizoram,1925,9,0,0,0,0,9,9
Mizoram,1924,5,0,0,0,0,5,5
Mizoram,1923,3,0,0,0,0,3,3
Mizoram,1922,2,0,0,0,0,2,2
Mizoram,1921,2,0,0,0,0,2,2
Mizoram,1920,3,0,0,0,0,3,3
Mizoram,1919,1,0,0,0,0,1,1
Mizoram,1918,2,0,0,0,0,2,2
Mizoram,1917,4,0,0,0,0,4,4
Mizoram,1916,2,0,0,0,0,2,2
Mizoram,1915,3,0,0,0,0,3,3
Mizoram,1914,6,0,0,0,0,6,6
Mizoram,1913,1,0,0,0,0,1,1
Mizoram,1912,5,0,0,0,0,5,5
Mizoram,1911,3,0,0,0,0,3,3
Mizoram,1910,1,0,0,0,0,1,1
Mizoram,1909,2,0,0,0,0,2,2
Mizoram,1908,1,0,0,0,0,1,1
Mizoram,1906,3,0,0,0,0,3,3
Mizoram,1905,1,0,0,0,0,1,1
Mizoram,1903,4,0,1,1,0,6,6
Mizoram,1900,1,0,0,0,0,1,1
Nagaland,2021,0,0,0,1,0,1,1
Nagaland,2020,0,0,0,1,0,1,1
Nagaland,2019,1,0,0,1,0,2,2
Nagaland,2018,2,0,0,4,0,6,6
Nagaland,2017,2,1,0,9,0,12,12
Nagaland,2016,9,0,0,12,0,21,21
Nagaland,2015,5,0,0,15,0,20,20
Nagaland,2014,10,0,0,15,0,25,25
Nagaland,2013,35,0,0,15,0,50,50
Nagaland,2012,33,0,0,8,0,41,41
Nagaland,2011,106,0,0,10,0,116,116
Nagaland,2010,63,0,0,12,0,75,75
Nagaland,2009,40,0,0,13,0,53,53
Nagaland,2008,5,0,0,18,0,23,23
Nagaland,2007,6,3,0,15,0,24,24
Nagaland,2006,14,3,0,17,1,35,35
Nagaland,2005,11,0,0,17,0,28,28
Nagaland,2004,14,2,0,17,0,33,33
Nagaland,2003,3,0,0,22,0,25,25
Nagaland,2002,11,0,0,18,0,29,29
Nagaland,2001,13,0,0,14,0,27,27
Nagaland,2000,9,0,0,20,0,29,29
Nagaland,1999,11,1,0,32,0,44,44
Nagaland,1998,11,0,0,22,0,33,33
Nagaland,1997,9,0,0,23,0,32,32
Nagaland,1996,6,0,0,14,0,20,20
Nagaland,1995,9,1,0,11,0,21,21
Nagaland,1994,12,1,0,21,0,34,34
Nagaland,1993,13,0,0,10,0,23,23
Nagaland,1992,8,1,0,21,0,30,30
Nagaland,1991,11,1,0,24,0,36,36
Nagaland,1990,12,0,0,17,0,29,29
Nagaland,1989,6,0,0,16,0,22,22
Nagaland,1988,11,2,0,22,0,35,35
Nagaland,1987,14,0,0,26,0,40,40
Nagaland,1986,21,0,0,13,0,34,34
Nagaland,1985,18,0,0,24,0,42,42
Nagaland,1984,17,0,0,24,0,41,41
Nagaland,1983,16,1,0,13,0,30,30
Nagaland,1982,22,0,0,13,0,35,35
Nagaland,1981,13,0,0,12,0,25,25
Nagaland,1980,15,0,0,15,0,30,30
Nagaland,1979,18,0,0,7,0,25,25
Nagaland,1978,33,1,0,6,0,40,40
Nagaland,1977,19,0,0,5,0,24,24
Nagaland,1976,26,0,0,6,0,32,32
Nagaland,1975,32,0,0,9,0,41,41
Nagaland,1974,28,0,0,7,0,35,35
Nagaland,1973,37,0,0,7,0,44,44
Nagaland,1972,41,0,0,14,0,55,55
Nagaland,1971,30,0,0,6,0,36,36
Nagaland,1970,26,0,0,6,0,32,32
Nagaland,1969,32,0,0,8,0,40,40
Nagaland,1968,60,0,0,1,0,61,61
Nagaland,1967,76,0,0,4,0,80,80
Nagaland,1966,51,0,0,2,0,53,53
Nagaland,1965,70,0,0,6,0,76,76
Nagaland,1964,88,0,0,6,0,94,94
Nagaland,1963,77,0,0,0,0,77,77
Nagaland,1962,65,0,0,0,0,65,65
Nagaland,1961,40,0,0,1,0,41,41
Nagaland,1960,35,0,0,0,0,35,35
Nagaland,1959,39,0,0,2,0,41,41
Nagaland,1958,70,0,0,2,0,72,72
Nagaland,1957,18,0,0,0,0,18,18
Nagaland,1956,23,0,0,0,0,23,23
Nagaland,1955,6,0,0,0,0,6,6
Nagaland,1954,21,0,0,1,0,22,22
Nagaland,1953,23,0,0,0,0,23,23
Nagaland,1952,27,0,0,0,0,27,27
Nagaland,1951,10,0,0,1,0,11,11
Nagaland,1950,5,0,0,0,0,5,5
Nagaland,1949,6,0,0,0,0,6,6
Nagaland,1948,18,0,0,0,0,18,18
Nagaland,1947,8,0,0,1,0,9,9
Nagaland,1946,11,0,0,0,0,11,11
Nagaland,1945,8,0,0,1,0,9,9
Nagaland,1944,5,0,0,0,0,5,5
Nagaland,1943,5,0,0,0,0,5,5
Nagaland,1942,9,0,0,0,0,9,9
Nagaland,1941,6,0,0,0,0,6,6
Nagaland,1940,2,0,0,0,0,2,2
Nagaland,1939,4,0,0,0,0,4,4
Nagaland,1938,8,0,0,0,0,8,8
Nagaland,1937,4,0,0,0,0,4,4
Nagaland,1936,3,0,0,0,0,3,3
Nagaland,1935,5,0,0,0,0,5,5
Nagaland,1934,1,0,0,0,0,1,1
Nagaland,1933,7,0,0,0,0,7,7
Nagaland,1932,3,0,0,0,0,3,3
Nagaland,1931,1,0,0,0,0,1,1
Nagaland,1930,4,0,0,0,0,4,4
Nagaland,1929,2,0,0,0,0,2,2
Nagaland,1928,8,0,0,0,0,8,8
Nagaland,1927,2,0,0,0,0,2,2
Nagaland,1926,4,0,0,0,0,4,4
Nagaland,1925,2,0,0,0,0,2,2
Nagaland,1924,1,0,0,0,0,1,1
Nagaland,1922,1,0,0,0,0,1,1
Nagaland,1921,4,0,0,0,0,4,4
Nagaland,1920,4,0,0,0,0,4,4
Nagaland,1919,1,0,0,0,0,1,1
Nagaland,1918,2,0,0,0,0,2,2
Nagaland,1917,1,0,0,0,0,1,1
Nagaland,1914,1,0,0,0,0,1,1
Nagaland,1912,2,0,0,0,0,2,2
Nagaland,1911,2,0,0,0,0,2,2
Nagaland,1910,1,0,0,0,0,1,1
Nagaland,1908,1,0,0,0,0,1,1
Nagaland,1905,2,0,0,0,0,2,2
Nagaland,1904,1,0,0,0,0,1,1
Nagaland,1901,4,0,0,0,0,4,4
Nagaland,1898,2,0,0,0,0,2,2
Nagaland,1895,0,0,0,1,0,1,1
Nagaland,1885,2,0,0,0,0,2,2
Nagaland,1882,1,0,0,0,0,1,1
Odisha,2022,2,0,0,3,2,7,7
Odisha,2021,6,0,0,10,4,20,20
Odisha,2020,41,1,0,26,31,99,99
Odisha,2019,30,3,0,51,114,198,198
Odisha,2018,60,0,0,84,104,248,248
Odisha,2017,71,3,1,195,89,359,359
Odisha,2016,140,2,0,263,99,504,504
Odisha,2015,102,2,0,324,111,539,539
Odisha,2014,404,0,0,275,73,752,752
Odisha,2013,280,0,0,252,46,578,578
Odisha,2012,121,0,0,259,55,435,435
Odisha,2011,346,1,1,213,43,604,604
Odisha,2010,1025,17,0,293,53,1388,1388
Odisha,2009,865,0,1,227,37,1130,1130
Odisha,2008,1932,0,1,200,35,2168,2168
Odisha,2007,1105,8,0,186,29,1328,1328
Odisha,2006,578,5,2,175,17,777,777
Odisha,2005,105,0,8,191,26,330,330
Odisha,2004,490,1,15,177,23,706,706
Odisha,2003,395,3,8,174,20,600,600
Odisha,2002,410,3,4,173,23,613,613
Odisha,2001,77,4,8,169,25,283,283
Odisha,2000,123,0,16,156,13,308,308
Odisha,1999,456,0,68,156,13,693,693
Odisha,1998,148,0,82,149,17,396,396
Odisha,1997,32,2,178,138,18,368,368
Odisha,1996,58,3,198,183,15,457,457
Odisha,1995,44,1,201,151,16,413,413
Odisha,1994,183,3,241,157,20,604,604
Odisha,1993,206,1,385,184,16,792,792
Odisha,1992,112,1,791,213,31,1148,1148
Odisha,1991,324,0,352,123,9,808,808
Odisha,1990,355,0,300,76,10,741,741
Odisha,1989,399,1,453,99,12,964,964
Odisha,1988,231,2,435,48,4,720,720
Odisha,1987,459,8,374,42,2,885,885
Odisha,1986,1183,7,265,35,3,1493,1493
Odisha,1985,158,0,179,36,10,383,383
Odisha,1984,264,1,230,35,6,536,536
Odisha,1983,207,0,99,17,1,324,324
Odisha,1982,343,3,107,15,1,469,469
Odisha,1981,746,0,113,24,5,888,888
Odisha,1980,642,1,73,19,1,736,736
Odisha,1979,695,1,53,12,5,766,766
Odisha,1978,635,0,75,11,0,721,721
Odisha,1977,313,0,13,5,0,331,331
Odisha,1976,371,0,24,5,1,401,401
Odisha,1975,1061,1,13,7,2,1084,1084
Odisha,1974,586,1,11,11,0,609,609
Odisha,1973,931,0,14,3,0,948,948
Odisha,1972,1545,1,8,4,1,1559,1559
Odisha,1971,1720,0,11,6,1,1738,1738
Odisha,1970,662,0,14,7,0,683,683
Odisha,1969,381,0,13,5,2,401,401
Odisha,1968,388,1,9,4,2,404,404
Odisha,1967,812,1,7,2,0,822,822
Odisha,1966,813,0,10,6,1,830,830
Odisha,1965,661,2,11,2,0,676,676
Odisha,1964,742,1,18,3,0,764,764
Odisha,1963,632,0,14,4,1,651,651
Odisha,1962,1331,1,13,1,1,1347,1347
Odisha,1961,791,0,8,4,1,804,804
Odisha,1960,1260,0,7,4,1,1272,1272
Odisha,1959,1633,0,9,1,0,1643,1643
Odisha,1958,1288,0,14,1,1,1304,1304
Odisha,1957,889,0,6,2,0,897,897
Odisha,1956,931,0,4,0,0,935,935
Odisha,1955,1025,0,8,0,0,1033,1033
Odisha,1954,2096,0,9,1,0,2106,2106
Odisha,1953,1206,0,7,1,0,1214,1214
Odisha,1952,714,0,14,3,0,731,731
Odisha,1951,440,0,6,1,0,447,447
Odisha,1950,695,0,9,0,0,704,704
Odisha,1949,479,0,4,0,0,483,483
Odisha,1948,408,0,2,1,0,411,411
Odisha,1947,252,0,4,0,0,256,256
Odisha,1946,199,0,4,1,0,204,204
Odisha,1945,161,0,7,1,0,169,169
Odisha,1944,121,0,5,0,0,126,126
Odisha,1943,91,0,0,0,0,91,91
Odisha,1942,149,0,7,0,0,156,156
Odisha,1941,73,0,5,0,0,78,78
Odisha,1940,105,0,5,0,0,110,110
Odisha,1939,96,0,2,0,0,98,98
Odisha,1938,91,0,6,0,0,97,97
Odisha,1937,68,0,3,0,0,71,71
Odisha,1936,278,0,1,0,0,279,279
Odisha,1935,128,0,5,0,0,133,133
Odisha,1934,93,0,4,0,0,97,97
Odisha,1933,65,0,3,1,0,69,69
Odisha,1932,93,1,9,0,0,103,103
Odisha,1931,63,0,7,0,0,70,70
Odisha,1930,106,0,8,1,0,115,115
Odisha,1929,74,0,2,0,0,76,76
Odisha,1928,109,0,4,1,0,114,114
Odisha,1927,101,0,4,0,0,105,105
Odisha,1926,129,0,8,0,0,137,137
Odisha,1925,115,0,5,0,0,120,120
Odisha,1924,104,0,3,0,0,107,107
Odisha,1923,76,0,1,0,0,77,77
Odisha,1922,61,0,3,0,0,64,64
Odisha,1921,76,0,4,0,0,80,80
Odisha,1920,82,0,6,0,0,88,88
Odisha,1919,86,0,0,0,0,86,86
Odisha,1918,106,0,5,1,1,113,113
Odisha,1917,78,0,4,0,0,82,82
Odisha,1916,78,0,4,0,0,82,82
Odisha,1915,76,1,2,2,1,82,82
Odisha,1914,101,0,6,0,0,107,107
Odisha,1913,72,0,2,0,0,74,74
Odisha,1912,137,0,2,0,0,139,139
Odisha,1911,74,0,1,0,0,75,75
Odisha,1910,160,0,6,0,1,167,167
Odisha,1909,69,0,0,0,0,69,69
Odisha,1908,132,0,4,0,0,136,136
Odisha,1907,89,0,0,0,1,90,90
Odisha,1906,68,0,1,0,0,69,69
Odisha,1905,139,0,1,0,0,140,140
Odisha,1904,86,0,1,0,0,87,87
Odisha,1903,94,0,2,1,0,97,97
Odisha,1902,90,0,1,1,0,92,92
Odisha,1901,123,0,0,0,0,123,123
Odisha,1900,162,0,3,0,1,166,166
Odisha,1899,9,0,0,0,0,9,9
Odisha,1898,17,0,0,0,0,17,17
Odisha,1897,11,0,0,0,0,11,11
Odisha,1896,14,0,0,0,0,14,14
Odisha,1895,25,0,1,0,0,26,26
Odisha,1894,7,0,0,0,0,7,7
Odisha,1893,4,0,2,0,0,6,6
Odisha,1892,25,0,0,0,0,25,25
Odisha,1891,6,0,0,0,0,6,6
Odisha,1890,21,0,0,0,0,21,21
Odisha,1889,39,0,0,0,0,39,39
Odisha,1888,11,0,0,0,0,11,11
Odisha,1887,13,0,0,0,0,13,13
Odisha,1886,6,0,0,0,0,6,6
Odisha,1885,33,0,0,0,0,33,33
Odisha,1884,8,0,0,0,0,8,8
Odisha,1883,6,0,1,0,0,7,7
Odisha,1882,11,0,0,0,1,12,12
Odisha,1881,8,0,0,0,0,8,8
Odisha,1880,15,0,0,0,0,15,15
Odisha,1879,6,0,0,0,0,6,6
Odisha,1878,5,0,0,0,0,5,5
Odisha,1877,1,0,0,0,0,1,1
Odisha,1876,2,0,0,0,0,2,2
Odisha,1875,9,0,0,0,0,9,9
Odisha,1873,2,0,0,0,0,2,2
Odisha,1872,6,0,0,1,0,7,7
Odisha,1871,1,0,0,0,0,1,1
Odisha,1870,5,0,0,0,0,5,5
Odisha,1869,5,0,0,0,0,5,5
Odisha,1868,3,0,0,0,0,3,3
Odisha,1866,2,0,0,0,0,2,2
Odisha,1865,4,0,0,0,0,4,4
Odisha,1864,4,0,0,0,0,4,4
Odisha,1863,2,0,0,0,0,2,2
Odisha,1862,12,0,0,0,0,12,12
Odisha,1860,5,0,0,0,0,5,5
Odisha,1859,1,0,0,0,0,1,1
Odisha,1858,4,0,0,0,0,4,4
Odisha,1857,6,0,0,0,0,6,6
Odisha,1856,2,0,1,0,0,3,3
Odisha,1855,3,0,0,0,0,3,3
Odisha,1854,3,0,1,0,0,4,4
Odisha,1853,6,0,0,0,0,6,6
Odisha,1852,1,0,0,0,0,1,1
Odisha,1851,1,0,0,0,0,1,1
Odisha,1850,1,0,0,0,0,1,1
Odisha,1845,2,0,0,0,0,2,2
Odisha,1842,1,0,0,0,0,1,1
Odisha,1841,1,0,1,0,0,2,2
Odisha,1839,0,0,1,0,0,1,1
Odisha,1838,1,0,0,0,0,1,1
Odisha,1837,0,0,2,0,0,2,2
Odisha,1835,1,0,0,0,0,1,1
Odisha,1822,1,0,0,0,0,1,1
Odisha,1805,1,0,0,0,0,1,1
Odisha,1804,1,0,0,0,0,1,1
Odisha,1803,1,0,0,0,0,1,1
Odisha,1802,1,0,0,0,0,1,1
Puducherry,2021,0,0,0,4,0,4,4
Puducherry,2020,0,0,0,2,0,2,2
Puducherry,2019,0,0,0,9,0,9,9
Puducherry,2018,0,0,0,3,0,3,3
Puducherry,2017,0,0,0,8,0,8,8
Puducherry,2016,0,0,0,6,0,6,6
Puducherry,2015,1,0,0,16,0,17,17
Puducherry,2014,1,0,0,11,0,12,12
Puducherry,2013,0,0,0,6,0,6,6
Puducherry,2012,0,0,0,11,0,11,11
Puducherry,2011,0,0,0,4,0,4,4
Puducherry,2010,1,1,0,5,0,7,7
Puducherry,2009,0,0,0,3,0,3,3
Puducherry,2008,0,1,0,7,0,8,8
Puducherry,2007,3,0,0,8,0,11,11
Puducherry,2006,2,0,0,8,0,10,10
Puducherry,2005,0,0,0,9,0,9,9
Puducherry,2004,0,0,0,5,0,5,5
Puducherry,2003,5,0,0,9,0,14,14
Puducherry,2002,0,0,0,10,0,10,10
Puducherry,2001,2,0,0,11,0,13,13
Puducherry,2000,0,0,0,9,0,9,9
Puducherry,1999,0,0,0,6,0,6,6
Puducherry,1998,1,0,0,4,0,5,5
Puducherry,1997,1,0,0,4,0,5,5
Puducherry,1996,2,0,0,5,0,7,7
Puducherry,1995,0,0,0,11,0,11,11
Puducherry,1994,0,0,0,9,0,9,9
Puducherry,1993,3,0,1,7,0,11,11
Puducherry,1992,1,0,0,5,0,6,6
Puducherry,1991,0,0,1,8,0,9,9
Puducherry,1990,1,0,0,2,0,3,3
Puducherry,1989,1,0,0,4,0,5,5
Puducherry,1988,1,1,0,4,0,6,6
Puducherry,1987,2,1,1,5,0,9,9
Puducherry,1986,0,3,1,5,0,9,9
Puducherry,1985,0,0,1,6,0,7,7
Puducherry,1984,2,0,1,6,0,9,9
Puducherry,1983,2,0,0,3,0,5,5
Puducherry,1982,2,0,1,3,0,6,6
Puducherry,1981,5,0,0,4,0,9,9
Puducherry,1980,3,0,1,1,0,5,5
Puducherry,1979,1,0,1,3,0,5,5
Puducherry,1978,4,0,1,1,0,6,6
Puducherry,1977,0,0,0,2,0,2,2
Puducherry,1976,2,0,0,1,0,3,3
Puducherry,1975,2,0,0,1,0,3,3
Puducherry,1974,6,0,0,0,0,6,6
Puducherry,1973,13,0,0,0,0,13,13
Puducherry,1972,20,0,0,2,0,22,22
Puducherry,1971,7,0,0,0,0,7,7
Puducherry,1970,8,0,0,0,0,8,8
Puducherry,1969,4,0,0,0,0,4,4
Puducherry,1968,10,1,0,0,0,11,11
Puducherry,1967,7,0,0,0,0,7,7
Puducherry,1966,9,0,0,0,0,9,9
Puducherry,1965,4,0,0,0,0,4,4
Puducherry,1964,17,0,0,0,0,17,17
Puducherry,1963,4,0,0,0,0,4,4
Puducherry,1962,13,0,0,0,0,13,13
Puducherry,1961,8,0,0,0,0,8,8
Puducherry,1960,21,0,0,0,0,21,21
Puducherry,1959,15,0,0,0,0,15,15
Puducherry,1958,20,0,0,0,0,20,20
Puducherry,1957,12,0,0,1,0,13,13
Puducherry,1956,50,0,1,0,0,51,51
Puducherry,1955,9,0,0,0,0,9,9
Puducherry,1954,22,0,1,1,0,24,24
Puducherry,1953,3,0,0,0,0,3,3
Puducherry,1952,4,0,0,0,0,4,4
Puducherry,1951,4,0,1,0,0,5,5
Puducherry,1950,2,0,0,0,0,2,2
Puducherry,1949,3,0,0,0,0,3,3
Puducherry,1948,3,0,1,0,0,4,4
Puducherry,1947,5,0,0,0,0,5,5
Puducherry,1946,1,0,1,1,0,3,3
Puducherry,1945,2,0,0,0,0,2,2
Puducherry,1943,2,0,0,0,0,2,2
Puducherry,1942,1,0,0,0,0,1,1
Puducherry,1941,0,0,1,0,0,1,1
Puducherry,1940,5,0,0,0,0,5,5
Puducherry,1939,0,0,2,0,0,2,2
Puducherry,1938,0,0,2,0,0,2,2
Puducherry,1934,1,0,0,0,0,1,1
Puducherry,1933,3,0,0,0,0,3,3
Puducherry,1931,3,0,0,0,0,3,3
Puducherry,1930,2,0,0,0,0,2,2
Puducherry,1927,1,0,1,0,0,2,2
Puducherry,1925,2,0,0,0,0,2,2
Puducherry,1922,1,0,0,0,0,1,1
Puducherry,1921,1,0,1,0,0,2,2
Puducherry,1919,2,0,0,0,0,2,2
Puducherry,1918,0,0,3,0,0,3,3
Puducherry,1912,1,0,0,0,0,1,1
Puducherry,1910,1,0,0,0,0,1,1
Puducherry,1908,2,0,0,0,0,2,2
Puducherry,1907,1,0,0,0,0,1,1
Puducherry,1906,0,0,1,0,0,1,1
Puducherry,1905,1,0,0,0,0,1,1
Puducherry,1903,0,0,1,0,0,1,1
Puducherry,1902,1,0,0,0,0,1,1
Puducherry,1901,1,0,0,0,0,1,1
Puducherry,1900,1,0,0,0,0,1,1
Puducherry,1894,2,0,0,0,0,2,2
Puducherry,1893,0,0,1,0,0,1,1
Puducherry,1892,2,0,0,0,0,2,2
Puducherry,1889,2,0,0,0,0,2,2
Puducherry,1888,1,0,0,0,0,1,1
Puducherry,1887,1,0,0,0,0,1,1
Puducherry,1885,1,0,0,0,0,1,1
Puducherry,1883,2,0,0,0,0,2,2
Puducherry,1881,2,0,0,0,0,2,2
Puducherry,1875,2,0,0,0,0,2,2
Puducherry,1869,1,0,0,0,0,1,1
Puducherry,1867,1,0,0,0,0,1,1
Puducherry,1866,1,0,0,0,0,1,1
Puducherry,1863,0,0,1,0,0,1,1
Puducherry,1862,1,0,1,0,0,2,2
